xml.source;xml.value;xml.lib;json.source;json.value;commentaire
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;150;pompe à chaleur hybride : partie chaudière Chaudière fioul à condensation 1996-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;151;pompe à chaleur hybride : partie chaudière Chaudière fioul à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;152;pompe à chaleur hybride : partie chaudière Chaudière bois granulés 2013-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;153;pompe à chaleur hybride : partie chaudière Chaudière bois granulés après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;154;pompe à chaleur hybride : partie chaudière Chaudière bois bûche 2013-2017;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;155;pompe à chaleur hybride : partie chaudière Chaudière bois bûche 2018-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;156;pompe à chaleur hybride : partie chaudière Chaudière bois bûche après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;157;pompe à chaleur hybride : partie chaudière Chaudière bois plaquette 2013-2017;/chauffage/generateur/annee_installation;2017;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;158;pompe à chaleur hybride : partie chaudière Chaudière bois plaquette 2018-2019;/chauffage/generateur/annee_installation;2019;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;159;pompe à chaleur hybride : partie chaudière Chaudière bois plaquette après 2019;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;160;pompe à chaleur hybride : partie chaudière Chaudière gpl/propane/butane à condensation 2001-2015;/chauffage/generateur/annee_installation;2015;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;161;pompe à chaleur hybride : partie chaudière Chaudière gpl/propane/butane à condensation après 2015;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;162;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;163;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;164;pompe à chaleur hybride : partie pompe à chaleur PAC eau/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;165;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;166;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;167;pompe à chaleur hybride : partie pompe à chaleur PAC eau glycolée/eau installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;168;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée entre 2008 et 2014;/chauffage/generateur/annee_installation;2014;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;169;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée entre 2015 et 2016;/chauffage/generateur/annee_installation;2016;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;170;pompe à chaleur hybride : partie pompe à chaleur PAC géothermique installée après 2017;/chauffage/generateur/annee_installation;annee_etablissement;
logement/installation_chauffage_collection/installation_chauffage/generateur_chauffage_collection/generateur_chauffage/donnee_entree/enum_type_generateur_ch_id;171;Chaudière(s) charbon multi bâtiment modélisée comme un réseau de chaleur;/chauffage/generateur/annee_installation;;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;151;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;152;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;153;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;154;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;155;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;156;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;157;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;158;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;159;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;160;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;161;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;162;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;163;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;164;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;165;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;166;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;167;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;168;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;169;Absence de comptage individuel;/chauffage/installation/comptage_individuel;0;
logement/installation_chauffage_collection/installation_chauffage/emetteur_chauffage_collection/emetteur_chauffage/donnee_entree/tv_intermittence_id;170;Présence de comptage individuel;/chauffage/installation/comptage_individuel;1;
